county,precint,office,district,candidate,party,votes
Escambia,Precinct 54,President,,Howie Hawkins,GRE,2
Escambia,Precinct 55,President,,Howie Hawkins,GRE,3
Escambia,Precinct 56,President,,Howie Hawkins,GRE,8
Escambia,Precinct 58,President,,Howie Hawkins,GRE,1
Escambia,Precinct 60,President,,Howie Hawkins,GRE,1
Escambia,Precinct 61,President,,Howie Hawkins,GRE,6
Escambia,Precinct 62,President,,Howie Hawkins,GRE,6
Escambia,Precinct 63,President,,Howie Hawkins,GRE,0
Escambia,Precinct 64,President,,Howie Hawkins,GRE,3
Escambia,Precinct 67,President,,Howie Hawkins,GRE,2
Escambia,Precinct 68,President,,Howie Hawkins,GRE,2
Escambia,Precinct 69,President,,Howie Hawkins,GRE,5
Escambia,Precinct 70,President,,Howie Hawkins,GRE,8
Escambia,Precinct 71,President,,Howie Hawkins,GRE,2
Escambia,Precinct 72,President,,Howie Hawkins,GRE,3
Escambia,Precinct 73,President,,Howie Hawkins,GRE,5
Escambia,Precinct 74,President,,Howie Hawkins,GRE,10
Escambia,Precinct 75,President,,Howie Hawkins,GRE,8
Escambia,Precinct 77,President,,Howie Hawkins,GRE,3
Escambia,Precinct 80,President,,Howie Hawkins,GRE,1
Escambia,Precinct 82,President,,Howie Hawkins,GRE,2
Escambia,Precinct 83,President,,Howie Hawkins,GRE,6
Escambia,Precinct 86,President,,Howie Hawkins,GRE,3
Escambia,Precinct 88,President,,Howie Hawkins,GRE,1
Escambia,Precinct 90,President,,Howie Hawkins,GRE,1
Escambia,Precinct 91,President,,Howie Hawkins,GRE,8
Escambia,Precinct 94,President,,Howie Hawkins,GRE,0
Escambia,Precinct 95,President,,Howie Hawkins,GRE,1
Escambia,Precinct 97,President,,Howie Hawkins,GRE,0
Escambia,Precinct 98,President,,Howie Hawkins,GRE,4
Escambia,Precinct 99,President,,Howie Hawkins,GRE,1
Escambia,Precinct 101,President,,Howie Hawkins,GRE,1
Escambia,Precinct 102,President,,Howie Hawkins,GRE,1
Escambia,Precinct 103,President,,Howie Hawkins,GRE,2
Escambia,Precinct 104,President,,Howie Hawkins,GRE,4
Escambia,Precinct 105,President,,Howie Hawkins,GRE,5
Escambia,Precinct 106,President,,Howie Hawkins,GRE,1
Escambia,Precinct 107,President,,Howie Hawkins,GRE,9
Escambia,Precinct 108,President,,Howie Hawkins,GRE,4
Escambia,Precinct 110,President,,Howie Hawkins,GRE,0
Escambia,Precinct 111,President,,Howie Hawkins,GRE,5
Escambia,Precinct 112,President,,Howie Hawkins,GRE,7
Escambia,Precinct 113,President,,Howie Hawkins,GRE,0
Escambia,Precinct 114,President,,Howie Hawkins,GRE,5
Escambia,Precinct 1,President,,Don Blankenship,CPF,1
Escambia,Precinct 3,President,,Don Blankenship,CPF,4
Escambia,Precinct 5,President,,Don Blankenship,CPF,2
Escambia,Precinct 6,President,,Don Blankenship,CPF,2
Escambia,Precinct 7,President,,Don Blankenship,CPF,0
Escambia,Precinct 11,President,,Don Blankenship,CPF,1
Escambia,Precinct 14,President,,Don Blankenship,CPF,0
Escambia,Precinct 15,President,,Don Blankenship,CPF,0
Escambia,Precinct 18,President,,Don Blankenship,CPF,0
Escambia,Precinct 19,President,,Don Blankenship,CPF,4
Escambia,Precinct 21,President,,Don Blankenship,CPF,0
Escambia,Precinct 22,President,,Don Blankenship,CPF,0
Escambia,Precinct 23,President,,Don Blankenship,CPF,0
Escambia,Precinct 24,President,,Don Blankenship,CPF,2
Escambia,Precinct 25,President,,Don Blankenship,CPF,0
Escambia,Precinct 26,President,,Don Blankenship,CPF,5
Escambia,Precinct 28,President,,Don Blankenship,CPF,4
Escambia,Precinct 29,President,,Don Blankenship,CPF,0
Escambia,Precinct 30,President,,Don Blankenship,CPF,2
Escambia,Precinct 31,President,,Don Blankenship,CPF,1
Escambia,Precinct 32,President,,Don Blankenship,CPF,0
Escambia,Precinct 33,President,,Don Blankenship,CPF,0
Escambia,Precinct 34,President,,Don Blankenship,CPF,0
Escambia,Precinct 35,President,,Don Blankenship,CPF,0
Escambia,Precinct 36,President,,Don Blankenship,CPF,0
Escambia,Precinct 38,President,,Don Blankenship,CPF,1
Escambia,Precinct 40,President,,Don Blankenship,CPF,1
Escambia,Precinct 41,President,,Don Blankenship,CPF,0
Escambia,Precinct 42,President,,Don Blankenship,CPF,1
Escambia,Precinct 43,President,,Don Blankenship,CPF,4
Escambia,Precinct 46,President,,Don Blankenship,CPF,1
Escambia,Precinct 47,President,,Don Blankenship,CPF,1
Escambia,Precinct 48,President,,Don Blankenship,CPF,0
Escambia,Precinct 49,President,,Don Blankenship,CPF,1
Escambia,Precinct 50,President,,Don Blankenship,CPF,0
Escambia,Precinct 51,President,,Don Blankenship,CPF,0
Escambia,Precinct 54,President,,Don Blankenship,CPF,3
Escambia,Precinct 55,President,,Don Blankenship,CPF,1
Escambia,Precinct 56,President,,Don Blankenship,CPF,0
Escambia,Precinct 58,President,,Don Blankenship,CPF,0
Escambia,Precinct 60,President,,Don Blankenship,CPF,1
Escambia,Precinct 61,President,,Don Blankenship,CPF,0
Escambia,Precinct 62,President,,Don Blankenship,CPF,4
Escambia,Precinct 63,President,,Don Blankenship,CPF,0
Escambia,Precinct 64,President,,Don Blankenship,CPF,1
Escambia,Precinct 67,President,,Don Blankenship,CPF,0
Escambia,Precinct 68,President,,Don Blankenship,CPF,2
Escambia,Precinct 69,President,,Don Blankenship,CPF,3
Escambia,Precinct 70,President,,Don Blankenship,CPF,1
Escambia,Precinct 71,President,,Don Blankenship,CPF,0
Escambia,Precinct 72,President,,Don Blankenship,CPF,0
Escambia,Precinct 73,President,,Don Blankenship,CPF,1
Escambia,Precinct 74,President,,Don Blankenship,CPF,0
Escambia,Precinct 75,President,,Don Blankenship,CPF,1
Escambia,Precinct 77,President,,Don Blankenship,CPF,0
Escambia,Precinct 80,President,,Don Blankenship,CPF,0
Escambia,Precinct 82,President,,Don Blankenship,CPF,1
Escambia,Precinct 83,President,,Don Blankenship,CPF,3
Escambia,Precinct 86,President,,Don Blankenship,CPF,3
Escambia,Precinct 88,President,,Don Blankenship,CPF,2
Escambia,Precinct 90,President,,Don Blankenship,CPF,1
Escambia,Precinct 91,President,,Don Blankenship,CPF,1
Escambia,Precinct 94,President,,Don Blankenship,CPF,1
Escambia,Precinct 95,President,,Don Blankenship,CPF,0
Escambia,Precinct 97,President,,Don Blankenship,CPF,1
Escambia,Precinct 98,President,,Don Blankenship,CPF,1
Escambia,Precinct 99,President,,Don Blankenship,CPF,3
Escambia,Precinct 101,President,,Don Blankenship,CPF,0
Escambia,Precinct 102,President,,Don Blankenship,CPF,0
Escambia,Precinct 103,President,,Don Blankenship,CPF,0
Escambia,Precinct 104,President,,Don Blankenship,CPF,6
Escambia,Precinct 105,President,,Don Blankenship,CPF,0
Escambia,Precinct 106,President,,Don Blankenship,CPF,1
Escambia,Precinct 107,President,,Don Blankenship,CPF,0
Escambia,Precinct 108,President,,Don Blankenship,CPF,1
Escambia,Precinct 110,President,,Don Blankenship,CPF,1
Escambia,Precinct 111,President,,Don Blankenship,CPF,2
Escambia,Precinct 112,President,,Don Blankenship,CPF,3
Escambia,Precinct 113,President,,Don Blankenship,CPF,1
Escambia,Precinct 114,President,,Don Blankenship,CPF,4
Escambia,Precinct 1,President,,WRITE-IN,NON,22
Escambia,Precinct 3,President,,WRITE-IN,NON,5
Escambia,Precinct 5,President,,WRITE-IN,NON,6
Escambia,Precinct 6,President,,WRITE-IN,NON,1
Escambia,Precinct 7,President,,WRITE-IN,NON,17
Escambia,Precinct 11,President,,WRITE-IN,NON,2
Escambia,Precinct 14,President,,WRITE-IN,NON,3
Escambia,Precinct 15,President,,WRITE-IN,NON,12
Escambia,Precinct 18,President,,WRITE-IN,NON,1
Escambia,Precinct 19,President,,WRITE-IN,NON,9
Escambia,Precinct 21,President,,WRITE-IN,NON,7
Escambia,Precinct 22,President,,WRITE-IN,NON,0
Escambia,Precinct 23,President,,WRITE-IN,NON,0
Escambia,Precinct 24,President,,WRITE-IN,NON,11
Escambia,Precinct 25,President,,WRITE-IN,NON,4
Escambia,Precinct 26,President,,WRITE-IN,NON,11
Escambia,Precinct 28,President,,WRITE-IN,NON,4
Escambia,Precinct 29,President,,WRITE-IN,NON,5
Escambia,Precinct 30,President,,WRITE-IN,NON,7
Escambia,Precinct 31,President,,WRITE-IN,NON,8
Escambia,Precinct 32,President,,WRITE-IN,NON,6
Escambia,Precinct 33,President,,WRITE-IN,NON,2
Escambia,Precinct 34,President,,WRITE-IN,NON,3
Escambia,Precinct 35,President,,WRITE-IN,NON,6
Escambia,Precinct 36,President,,WRITE-IN,NON,1
Escambia,Precinct 38,President,,WRITE-IN,NON,13
Escambia,Precinct 40,President,,WRITE-IN,NON,7
Escambia,Precinct 41,President,,WRITE-IN,NON,7
Escambia,Precinct 42,President,,WRITE-IN,NON,15
Escambia,Precinct 43,President,,WRITE-IN,NON,13
Escambia,Precinct 46,President,,WRITE-IN,NON,9
Escambia,Precinct 47,President,,WRITE-IN,NON,1
Escambia,Precinct 48,President,,WRITE-IN,NON,5
Escambia,Precinct 49,President,,WRITE-IN,NON,2
Escambia,Precinct 50,President,,WRITE-IN,NON,2
Escambia,Precinct 51,President,,WRITE-IN,NON,8
Escambia,Precinct 54,President,,WRITE-IN,NON,3
Escambia,Precinct 55,President,,WRITE-IN,NON,2
Escambia,Precinct 56,President,,WRITE-IN,NON,3
Escambia,Precinct 58,President,,WRITE-IN,NON,1
Escambia,Precinct 60,President,,WRITE-IN,NON,1
Escambia,Precinct 61,President,,WRITE-IN,NON,4
Escambia,Precinct 62,President,,WRITE-IN,NON,3
Escambia,Precinct 63,President,,WRITE-IN,NON,2
Escambia,Precinct 64,President,,WRITE-IN,NON,4
Escambia,Precinct 67,President,,WRITE-IN,NON,20
Escambia,Precinct 68,President,,WRITE-IN,NON,3
Escambia,Precinct 69,President,,WRITE-IN,NON,4
Escambia,Precinct 70,President,,WRITE-IN,NON,4
Escambia,Precinct 71,President,,WRITE-IN,NON,3
Escambia,Precinct 72,President,,WRITE-IN,NON,8
Escambia,Precinct 73,President,,WRITE-IN,NON,10
Escambia,Precinct 74,President,,WRITE-IN,NON,7
Escambia,Precinct 75,President,,WRITE-IN,NON,11
Escambia,Precinct 77,President,,WRITE-IN,NON,7
Escambia,Precinct 80,President,,WRITE-IN,NON,3
Escambia,Precinct 82,President,,WRITE-IN,NON,4
Escambia,Precinct 83,President,,WRITE-IN,NON,10
Escambia,Precinct 86,President,,WRITE-IN,NON,6
Escambia,Precinct 88,President,,WRITE-IN,NON,5
Escambia,Precinct 90,President,,WRITE-IN,NON,6
Escambia,Precinct 91,President,,WRITE-IN,NON,17
Escambia,Precinct 94,President,,WRITE-IN,NON,14
Escambia,Precinct 95,President,,WRITE-IN,NON,5
Escambia,Precinct 97,President,,WRITE-IN,NON,4
Escambia,Precinct 98,President,,WRITE-IN,NON,8
Escambia,Precinct 99,President,,WRITE-IN,NON,3
Escambia,Precinct 101,President,,WRITE-IN,NON,5
Escambia,Precinct 102,President,,WRITE-IN,NON,9
Escambia,Precinct 103,President,,WRITE-IN,NON,3
Escambia,Precinct 104,President,,WRITE-IN,NON,3
Escambia,Precinct 105,President,,WRITE-IN,NON,5
Escambia,Precinct 106,President,,WRITE-IN,NON,4
Escambia,Precinct 107,President,,WRITE-IN,NON,11
Escambia,Precinct 108,President,,WRITE-IN,NON,11
Escambia,Precinct 110,President,,WRITE-IN,NON,4
Escambia,Precinct 111,President,,WRITE-IN,NON,10
Escambia,Precinct 112,President,,WRITE-IN,NON,26
Escambia,Precinct 113,President,,WRITE-IN,NON,3
Escambia,Precinct 114,President,,WRITE-IN,NON,3
Escambia,Precinct 1,U.S. House,1,Matt Gaetz,REP,2097
Escambia,Precinct 3,U.S. House,1,Matt Gaetz,REP,1487
Escambia,Precinct 5,U.S. House,1,Matt Gaetz,REP,1737
Escambia,Precinct 6,U.S. House,1,Matt Gaetz,REP,972
Escambia,Precinct 7,U.S. House,1,Matt Gaetz,REP,3627
Escambia,Precinct 11,U.S. House,1,Matt Gaetz,REP,742
Escambia,Precinct 14,U.S. House,1,Matt Gaetz,REP,269
Escambia,Precinct 15,U.S. House,1,Matt Gaetz,REP,1054
Escambia,Precinct 18,U.S. House,1,Matt Gaetz,REP,413
Escambia,Precinct 19,U.S. House,1,Matt Gaetz,REP,2802
Escambia,Precinct 21,U.S. House,1,Matt Gaetz,REP,1570
Escambia,Precinct 22,U.S. House,1,Matt Gaetz,REP,333
Escambia,Precinct 23,U.S. House,1,Matt Gaetz,REP,578
Escambia,Precinct 24,U.S. House,1,Matt Gaetz,REP,1624
Escambia,Precinct 25,U.S. House,1,Matt Gaetz,REP,558
Escambia,Precinct 26,U.S. House,1,Matt Gaetz,REP,2930
Escambia,Precinct 28,U.S. House,1,Matt Gaetz,REP,283
Escambia,Precinct 29,U.S. House,1,Matt Gaetz,REP,512
Escambia,Precinct 30,U.S. House,1,Matt Gaetz,REP,1224
Escambia,Precinct 31,U.S. House,1,Matt Gaetz,REP,402
Escambia,Precinct 32,U.S. House,1,Matt Gaetz,REP,220
Escambia,Precinct 33,U.S. House,1,Matt Gaetz,REP,896
Escambia,Precinct 34,U.S. House,1,Matt Gaetz,REP,417
Escambia,Precinct 35,U.S. House,1,Matt Gaetz,REP,923
Escambia,Precinct 36,U.S. House,1,Matt Gaetz,REP,1850
Escambia,Precinct 38,U.S. House,1,Matt Gaetz,REP,2144
Escambia,Precinct 40,U.S. House,1,Matt Gaetz,REP,706
Escambia,Precinct 41,U.S. House,1,Matt Gaetz,REP,761
Escambia,Precinct 42,U.S. House,1,Matt Gaetz,REP,1389
Escambia,Precinct 43,U.S. House,1,Matt Gaetz,REP,3253
Escambia,Precinct 46,U.S. House,1,Matt Gaetz,REP,1217
Escambia,Precinct 47,U.S. House,1,Matt Gaetz,REP,319
Escambia,Precinct 48,U.S. House,1,Matt Gaetz,REP,176
Escambia,Precinct 49,U.S. House,1,Matt Gaetz,REP,586
Escambia,Precinct 50,U.S. House,1,Matt Gaetz,REP,217
Escambia,Precinct 51,U.S. House,1,Matt Gaetz,REP,1297
Escambia,Precinct 54,U.S. House,1,Matt Gaetz,REP,996
Escambia,Precinct 55,U.S. House,1,Matt Gaetz,REP,1095
Escambia,Precinct 56,U.S. House,1,Matt Gaetz,REP,513
Escambia,Precinct 58,U.S. House,1,Matt Gaetz,REP,484
Escambia,Precinct 60,U.S. House,1,Matt Gaetz,REP,128
Escambia,Precinct 61,U.S. House,1,Matt Gaetz,REP,1121
Escambia,Precinct 62,U.S. House,1,Matt Gaetz,REP,1185
Escambia,Precinct 63,U.S. House,1,Matt Gaetz,REP,50
Escambia,Precinct 64,U.S. House,1,Matt Gaetz,REP,1101
Escambia,Precinct 67,U.S. House,1,Matt Gaetz,REP,3178
Escambia,Precinct 68,U.S. House,1,Matt Gaetz,REP,1129
Escambia,Precinct 69,U.S. House,1,Matt Gaetz,REP,1753
Escambia,Precinct 70,U.S. House,1,Matt Gaetz,REP,923
Escambia,Precinct 71,U.S. House,1,Matt Gaetz,REP,632
Escambia,Precinct 72,U.S. House,1,Matt Gaetz,REP,356
Escambia,Precinct 73,U.S. House,1,Matt Gaetz,REP,1940
Escambia,Precinct 74,U.S. House,1,Matt Gaetz,REP,3234
Escambia,Precinct 75,U.S. House,1,Matt Gaetz,REP,1613
Escambia,Precinct 77,U.S. House,1,Matt Gaetz,REP,582
Escambia,Precinct 80,U.S. House,1,Matt Gaetz,REP,488
Escambia,Precinct 82,U.S. House,1,Matt Gaetz,REP,271
Escambia,Precinct 83,U.S. House,1,Matt Gaetz,REP,1044
Escambia,Precinct 86,U.S. House,1,Matt Gaetz,REP,1252
Escambia,Precinct 88,U.S. House,1,Matt Gaetz,REP,716
Escambia,Precinct 90,U.S. House,1,Matt Gaetz,REP,238
Escambia,Precinct 91,U.S. House,1,Matt Gaetz,REP,2440
Escambia,Precinct 94,U.S. House,1,Matt Gaetz,REP,1641
Escambia,Precinct 95,U.S. House,1,Matt Gaetz,REP,1167
Escambia,Precinct 97,U.S. House,1,Matt Gaetz,REP,801
Escambia,Precinct 98,U.S. House,1,Matt Gaetz,REP,459
Escambia,Precinct 99,U.S. House,1,Matt Gaetz,REP,702
Escambia,Precinct 101,U.S. House,1,Matt Gaetz,REP,1066
Escambia,Precinct 102,U.S. House,1,Matt Gaetz,REP,1121
Escambia,Precinct 103,U.S. House,1,Matt Gaetz,REP,436
Escambia,Precinct 104,U.S. House,1,Matt Gaetz,REP,481
Escambia,Precinct 105,U.S. House,1,Matt Gaetz,REP,2778
Escambia,Precinct 106,U.S. House,1,Matt Gaetz,REP,816
Escambia,Precinct 107,U.S. House,1,Matt Gaetz,REP,1775
Escambia,Precinct 108,U.S. House,1,Matt Gaetz,REP,1467
Escambia,Precinct 110,U.S. House,1,Matt Gaetz,REP,1204
Escambia,Precinct 111,U.S. House,1,Matt Gaetz,REP,1466
Escambia,Precinct 112,U.S. House,1,Matt Gaetz,REP,3394
Escambia,Precinct 113,U.S. House,1,Matt Gaetz,REP,561
Escambia,Precinct 114,U.S. House,1,Matt Gaetz,REP,1696
Escambia,Precinct 1,U.S. House,1,Phil Ehr,DEM,1689
Escambia,Precinct 3,U.S. House,1,Phil Ehr,DEM,1232
Escambia,Precinct 5,U.S. House,1,Phil Ehr,DEM,740
Escambia,Precinct 6,U.S. House,1,Phil Ehr,DEM,395
Escambia,Precinct 7,U.S. House,1,Phil Ehr,DEM,1421
Escambia,Precinct 11,U.S. House,1,Phil Ehr,DEM,179
Escambia,Precinct 14,U.S. House,1,Phil Ehr,DEM,1278
Escambia,Precinct 15,U.S. House,1,Phil Ehr,DEM,730
Escambia,Precinct 18,U.S. House,1,Phil Ehr,DEM,51
Escambia,Precinct 19,U.S. House,1,Phil Ehr,DEM,593
Escambia,Precinct 21,U.S. House,1,Phil Ehr,DEM,832
Escambia,Precinct 22,U.S. House,1,Phil Ehr,DEM,461
Escambia,Precinct 23,U.S. House,1,Phil Ehr,DEM,78
Escambia,Precinct 24,U.S. House,1,Phil Ehr,DEM,1210
Escambia,Precinct 25,U.S. House,1,Phil Ehr,DEM,497
Escambia,Precinct 26,U.S. House,1,Phil Ehr,DEM,1791
Escambia,Precinct 28,U.S. House,1,Phil Ehr,DEM,1556
Escambia,Precinct 29,U.S. House,1,Phil Ehr,DEM,935
Escambia,Precinct 30,U.S. House,1,Phil Ehr,DEM,876
Escambia,Precinct 31,U.S. House,1,Phil Ehr,DEM,1125
Escambia,Precinct 32,U.S. House,1,Phil Ehr,DEM,246
Escambia,Precinct 33,U.S. House,1,Phil Ehr,DEM,102
Escambia,Precinct 34,U.S. House,1,Phil Ehr,DEM,1343
Escambia,Precinct 35,U.S. House,1,Phil Ehr,DEM,886
Escambia,Precinct 36,U.S. House,1,Phil Ehr,DEM,732
Escambia,Precinct 38,U.S. House,1,Phil Ehr,DEM,1004
Escambia,Precinct 40,U.S. House,1,Phil Ehr,DEM,730
Escambia,Precinct 41,U.S. House,1,Phil Ehr,DEM,1180
Escambia,Precinct 42,U.S. House,1,Phil Ehr,DEM,1013
Escambia,Precinct 43,U.S. House,1,Phil Ehr,DEM,1337
Escambia,Precinct 46,U.S. House,1,Phil Ehr,DEM,965
Escambia,Precinct 47,U.S. House,1,Phil Ehr,DEM,660
Escambia,Precinct 48,U.S. House,1,Phil Ehr,DEM,948
Escambia,Precinct 49,U.S. House,1,Phil Ehr,DEM,706
Escambia,Precinct 50,U.S. House,1,Phil Ehr,DEM,280
Escambia,Precinct 51,U.S. House,1,Phil Ehr,DEM,1292
Escambia,Precinct 54,U.S. House,1,Phil Ehr,DEM,757
Escambia,Precinct 55,U.S. House,1,Phil Ehr,DEM,673
Escambia,Precinct 56,U.S. House,1,Phil Ehr,DEM,1046
Escambia,Precinct 58,U.S. House,1,Phil Ehr,DEM,393
Escambia,Precinct 60,U.S. House,1,Phil Ehr,DEM,589
Escambia,Precinct 61,U.S. House,1,Phil Ehr,DEM,980
Escambia,Precinct 62,U.S. House,1,Phil Ehr,DEM,1253
Escambia,Precinct 63,U.S. House,1,Phil Ehr,DEM,725
Escambia,Precinct 64,U.S. House,1,Phil Ehr,DEM,1089
Escambia,Precinct 67,U.S. House,1,Phil Ehr,DEM,1601
Escambia,Precinct 68,U.S. House,1,Phil Ehr,DEM,701
Escambia,Precinct 69,U.S. House,1,Phil Ehr,DEM,1925
Escambia,Precinct 70,U.S. House,1,Phil Ehr,DEM,1209
Escambia,Precinct 71,U.S. House,1,Phil Ehr,DEM,746
Escambia,Precinct 72,U.S. House,1,Phil Ehr,DEM,369
Escambia,Precinct 73,U.S. House,1,Phil Ehr,DEM,1203
Escambia,Precinct 74,U.S. House,1,Phil Ehr,DEM,1296
Escambia,Precinct 75,U.S. House,1,Phil Ehr,DEM,1322
Escambia,Precinct 77,U.S. House,1,Phil Ehr,DEM,887
Escambia,Precinct 80,U.S. House,1,Phil Ehr,DEM,355
Escambia,Precinct 82,U.S. House,1,Phil Ehr,DEM,401
Escambia,Precinct 83,U.S. House,1,Phil Ehr,DEM,700
Escambia,Precinct 86,U.S. House,1,Phil Ehr,DEM,1008
Escambia,Precinct 88,U.S. House,1,Phil Ehr,DEM,741
Escambia,Precinct 90,U.S. House,1,Phil Ehr,DEM,860
Escambia,Precinct 91,U.S. House,1,Phil Ehr,DEM,2057
Escambia,Precinct 94,U.S. House,1,Phil Ehr,DEM,753
Escambia,Precinct 95,U.S. House,1,Phil Ehr,DEM,561
Escambia,Precinct 97,U.S. House,1,Phil Ehr,DEM,656
Escambia,Precinct 98,U.S. House,1,Phil Ehr,DEM,2068
Escambia,Precinct 99,U.S. House,1,Phil Ehr,DEM,482
Escambia,Precinct 101,U.S. House,1,Phil Ehr,DEM,729
Escambia,Precinct 102,U.S. House,1,Phil Ehr,DEM,902
Escambia,Precinct 103,U.S. House,1,Phil Ehr,DEM,1186
Escambia,Precinct 104,U.S. House,1,Phil Ehr,DEM,1083
Escambia,Precinct 105,U.S. House,1,Phil Ehr,DEM,1164
Escambia,Precinct 106,U.S. House,1,Phil Ehr,DEM,771
Escambia,Precinct 107,U.S. House,1,Phil Ehr,DEM,1560
Escambia,Precinct 108,U.S. House,1,Phil Ehr,DEM,1427
Escambia,Precinct 110,U.S. House,1,Phil Ehr,DEM,182
Escambia,Precinct 111,U.S. House,1,Phil Ehr,DEM,1067
Escambia,Precinct 112,U.S. House,1,Phil Ehr,DEM,1846
Escambia,Precinct 113,U.S. House,1,Phil Ehr,DEM,507
Escambia,Precinct 114,U.S. House,1,Phil Ehr,DEM,659
Escambia,Precinct 1,U.S. House,1,Albert Oram,NPA,64
Escambia,Precinct 3,U.S. House,1,Albert Oram,NPA,41
Escambia,Precinct 5,U.S. House,1,Albert Oram,NPA,41
Escambia,Precinct 6,U.S. House,1,Albert Oram,NPA,19
Escambia,Precinct 7,U.S. House,1,Albert Oram,NPA,47
Escambia,Precinct 11,U.S. House,1,Albert Oram,NPA,7
Escambia,Precinct 14,U.S. House,1,Albert Oram,NPA,19
Escambia,Precinct 15,U.S. House,1,Albert Oram,NPA,20
Escambia,Precinct 18,U.S. House,1,Albert Oram,NPA,7
Escambia,Precinct 19,U.S. House,1,Albert Oram,NPA,34
